,gene0,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99
cell130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,1,3,0,3,0,3,0,2,2,0,0,0,1,0,3,0,4,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
cell131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,0,2,0,1,0,5,0,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0
cell132,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
cell133,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,3,0,0,0,0,0,1,2,0,4,3,0,2,0,3,5,4,1,0,3,1,2,3,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1
cell134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,2,1,0,0,0,1,2,3,3,0,0,0,5,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0
cell135,0,2,0,0,0,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,3,2,1,0,3,2,0,0,4,0,0,0,1,2,0,3,0,0,1,2,4,0,0,0,2,0,3,1,0,0,0,0,0,0,4,0,3,2,0,0,0,2,0,0,0,0,0
cell136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0
cell137,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,6,0,0,3,0,0,0,2,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
cell138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,0,3,0,2,0,4,0,3,3,0,0,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0
cell139,4,3,0,0,0,0,2,1,3,2,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,1,0,4,0,0,9,4,3,1,0,0,0,0,4,5,0,6,5,0,1,0,3,0,0,0,6,8,0,2,0,2,0,4,2,0,0,0,0,0,2,0,3,1,0,4,0,0,0,0,3,4,2,5
cell140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0
cell141,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
cell142,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,1,1,2,2,5,0,0,0,0,0,1,3,0,5,0,0,4,0,0,0,3,1,3,2,0,0,0,4,9,4,1,0,1,0,0,0,4,0,5,0,0,0,5,0,0,0,0,0,1,1
cell143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0
cell144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,2,0
cell145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cell146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
cell147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
cell148,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,5,6,1,1,0,0,0,1,3,0,1,0,4,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
cell149,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,8,7,0,0,0,2,3,1,0,4,5,3,4,0,0,1,7,3,0,0,0,0,0,3,3,10,0,3,0,4,0,4,0,0,3,4,0,0,0,0,0,0,0,3,4,1
cell150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,7,5,0,4,2,2,0,0,5,0,0,3,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,2,1
cell151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
cell152,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,3,0,5,0,0,5,0,1,0,0,0,0,2,0,0,0,3,0,2,0,8,0,0,0,0,0,0,0,5,0,3,0,0,3,0,5,2,0,3,0,0,3,4,0,4,3,6,6,0,0,0,5,7,1,7,0,1,3,5,0,0,0,1,0,3,0,0,0,0,5,4,2,2,5,0,0,3,0,5,6,0
cell153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell154,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,3,0,0,0,0,0,3,0,5,5,0,0,0,2,0,0,4,0,2,0,3,0,3,0,3,1,0,0,2,0,0,0,0,2,6,1,0,0,0,0,0,0,4,0,0
cell155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,8,1,3,4,1,1,0,0,3,3,0,4,0,4,1,0,0,4,0,2,1,1,0,0,0,3,2,4,0,4,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2,0
cell156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell157,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,3,0,6,0,0,1,0,0,0,2,3,0,2,0,0,0,4,0,0,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
cell158,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,5,0,0,0,0,0,0,0,3,0,4,4,0,2,0,1,0,0,0,0,5,0,0,0,4,0,0,3,0,1,0,0,0,1,0,0,3,0,2,3,0,0,0,0,0,2,0
cell159,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,5,0,0,0,0,3,0,1,0,4,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,6,1,0,4,4,0,2,0,0,0,1,0
cell160,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,0,0,0,0,6,3,0,3,2,0,6,0,3,0,3,5,1,0,0,0,3,4,1,0,1,0,0,1,0,0,3,0,0,0,0,3,3,0,0,0,0,0,1,0
cell161,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
cell162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell163,2,1,0,0,0,0,2,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,2,3,1,0,1,3,0,1,6,0,0,0,0,2,3,0,1,2,0,0,0,0,3,0,3,0,0,1,0,0,4,0,0,0,5,2
cell164,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,2,2,0,0,4,0,0,0,2,0,3,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,4,1
cell165,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
cell166,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,0,4,1,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,6,0,5,0,0,0,1,3,4,0,5,2,2,3,0,4,0,2,2,3,3,0,0,0,5,0,0,1,0,0,0,0,0,3,0,2,0,0,1,2,0,2,0,0,0,3,5
cell167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
cell168,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0
cell169,0,2,1,2,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,5,0,1,3,0,6,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,5,5,1,0,0,0,3,9,3,0,6,3,5,0,0,3,3,2,3,0,4,0,3,0,7,0,1,0,0,4,0,0,3,3,0,0,5,4,1,7,0,0,2,4,1,7,2
cell170,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,3,0,2,4,3,0,0,0,0,4,7,0,2,3,0,1,0,3,0,2,0,1,1,0,0,0,5,0,3,0,0,1,2,0,0,0,0,3,2,0,0,5,0,0,0,0,0,4,3
cell171,2,5,3,0,3,2,0,0,0,0,3,0,0,2,4,0,0,0,0,6,0,0,2,2,0,0,0,1,1,1,5,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,4,0,8,1,0,0,0,0,0,0,2,3,0,1,0,0,3,0,0,0,3,0,0,2,0,2,0,7,0,0,0,1,0,1,0,0,0,0,5,0,0,3,0,0,1,1,0,0,3,0
cell172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,7,0,0,6,0,0,0,4,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,2
cell174,5,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,2,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,3,2,1,0,1,1,0,0,0,0,7,0,0,1,0,1,0,0,4,4,0,6,0,0,0,0,0,0,2,2,3,5,0,3,0,8,0,0,3,4,0,4,0,0,6,0,1,0,0,0,3,0,0,0,0,1,1,0
cell175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
cell176,0,1,0,0,1,0,2,0,0,0,0,3,1,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,2,5,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,0,0,0,0,6,4,0,3,0,2,0,0,1,1,1,0,0,2,0,0,0,2,0,0,3,3,1,0,0,0,0,0,6,0,0,1,4,0,0,1,0,0,2,0
cell177,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,8,1,3,3,0,0,0,0,1,2,0,4,0,3,0,0,0,0,2,3,0,5,0,1,0,2,0,3,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0
cell178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell179,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
cell180,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0
cell181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cell183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cell184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell185,0,2,4,0,0,1,0,3,5,0,4,2,0,0,0,3,3,0,0,1,1,5,0,0,6,4,2,0,2,0,3,0,0,0,3,4,0,2,2,8,0,4,0,1,0,0,0,5,0,2,4,0,9,2,5,5,0,0,0,6,4,6,0,2,4,2,2,0,6,0,5,6,3,4,0,3,0,6,0,0,1,2,2,5,0,1,7,1,0,0,2,3,2,0,0,0,0,2,3,0
cell186,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
cell187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,4,0,2,0,2,2,1,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
cell188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell189,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
cell191,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,1,1,0,1,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
cell192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cell193,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
cell194,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,0,4,2,0,0,0,2,0,1,1,0,1,0,5,0,4,0,7,1,0,0,5,0,2,0,1,5,3,0,0,0,0,0,0,0,0,0,0
cell195,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,6,0
